PROP_SUB_TYPE_EN,ACTUAL_AREA,COMMON_AREA,ACTUAL_COMMON_AREA,BUILT_UP_AREA,BLD_LEVELS,SHOPS,FLATS,OFFICES,SWIMMING_POOLS,ELEVATORS,CREATION_DATE,IS_OFFPLAN_EN,PRE_REGISTRATION_NUMBER,IS_FREE_HOLD_EN,IS_LEASE_HOLD_EN,FLOORS,ROOMS_EN,CAR_PARKS,LAND_NUMBER,LAND_SUB_NUMBER,LAND_TYPE_EN,MASTER_PROJECT_EN,PROJECT_NUMBER,PROJECT_EN,AREA_EN,ZONE_EN
"Building","0","","","0","","","","","","","2026-03-30 08:03:09","Ready","","Free Hold","No","","","","72","0","","","","","Al Thanyah First","Dubai"
"Building","0","","","0","","","","","","","2026-03-03 09:10:28","Ready","","Free Hold","No","","","","357","0","","","","","Warsan Fourth","Dubai"
"Building","0","","","0","","","","","","","2026-04-23 08:11:45","Ready","","Free Hold","No","","","","8062","","Government Authorities","","","","Madinat Al Mataar","Dubai"
"Building","0","","","0","","","","","","","2026-04-17 07:57:51","Ready","","Free Hold","No","","","","229","0","","","","","Warsan Fourth","Dubai"
"Building","0","","","0","","","","","","","2026-04-25 14:38:00","Ready","","Free Hold","Yes","","","","2342","","Commercial","","","","Nadd Hessa","Dubai"
"Building","0","","","0","","","","","","","2026-03-07 23:18:07","Ready","","Free Hold","No","","","","3335","0","Commercial","","","","Al Satwa","Dubai"
"Building","0","","","0","","","","","","","2026-02-26 02:17:43","Ready","","Free Hold","No","","","","3682","0","Commercial","","","","Al Satwa","Dubai"
"Building","0","","","0","","","","","","","2026-02-26 04:38:09","Ready","","Free Hold","No","","","","813","0","Commercial","","","","Ras Al Khor Industrial Second","Dubai"
"Building","0","","","0","","","","","","","2026-04-07 11:40:20","Ready","","Free Hold","No","","","","7198","","Government Authorities","","","","Madinat Al Mataar","Dubai"
"Building","0","","","0","","","","","","","2026-04-21 08:13:20","Ready","","Free Hold","No","","","","1761","0","","","","","Wadi Al Safa 2","Dubai"
"Building","0","","","0","","","","","","","2026-01-28 10:19:12","Ready","","Free Hold","No","","","","1634","0","","","","","Wadi Al Safa 2","Dubai"
"Building","0","","","0","","","","","","","2026-03-10 00:41:15","Ready","","Free Hold","No","","","","306","0","","","","","Warsan Fourth","Dubai"
"Building","0","","","0","","","","","","","2026-02-01 11:11:37","Ready","","Free Hold","Yes","","","","1058","0","Industrial","","","","Jabal Ali Industrial First","Dubai"
"Building","0","","","0","","","","","","","2026-04-02 09:07:55","Ready","","Free Hold","No","","","","1281","0","Commercial","","320","GALLERY VILLAS","Al Hebiah Fourth","Dubai"
"Building","0","","","0","","","","","","","2026-02-17 08:29:40","Ready","","Free Hold","No","","","","2008","0","Commercial","","","","Al Barsha South Fourth","Dubai"
"Building","0","","","0","","","","","","","2026-02-02 08:09:01","Ready","","Free Hold","No","","","","265","0","Industrial","","","","Saih Shuaib 4","Dubai"
"Building","0","","","0","","","","","","","2026-03-30 07:55:49","Ready","","Free Hold","Yes","","","","627","0","Commercial","","","","Dubai Investment Park First","Dubai"
"Building","0","","","0","","","","","","","2026-03-24 08:38:43","Ready","","Free Hold","No","","","","7198","","Government Authorities","","","","Madinat Al Mataar","Dubai"
"Building","0","","","0","","","","","","","2026-05-04 12:30:53","Ready","","Free Hold","No","","","","1905","0","","","","","Warsan Fourth","Dubai"
"Building","0","","","0","","","","","","","2026-04-25 14:40:54","Ready","","Free Hold","Yes","","","","2333","","Commercial","","","","Nadd Hessa","Dubai"
"Building","0","","","0","","","","","","","2026-02-26 04:52:17","Ready","","Free Hold","No","","","","163","0","Public Facilities","","","","Nad Al Shiba First","Dubai"
"Building","0","","","0","","","","","","","2026-02-26 04:34:55","Ready","","Free Hold","No","","","","215","0","Industrial","","","","Saih Shuaib 2","Dubai"
"Building","0","","","0","","","","","","","2026-02-26 04:40:49","Ready","","Free Hold","No","","","","651","0","Industrial","","","","Saih Shuaib 2","Dubai"
"Building","0","","","0","","","","","","","2026-03-10 00:47:36","Ready","","Free Hold","No","","","","222","0","Industrial","","","","Saih Shuaib 4","Dubai"
"Building","0","","","0","","","","","","","2026-02-10 08:08:48","Ready","","Free Hold","No","","","","1678","0","","","","","Wadi Al Safa 2","Dubai"
"Building","0","","","0","","","","","","","2026-02-26 02:25:40","Ready","","Free Hold","No","","","","1348","0","Commercial","","","","Me'Aisem First","Dubai"
"Building","0","","","0","","","","","","","2026-04-17 08:33:52","Ready","","Free Hold","No","","","","667","0","Industrial","","","","Saih Shuaib 4","Dubai"
"Building","0","","","0","","","","","","","2026-04-25 14:53:01","Ready","","Free Hold","Yes","","","","501","0","Commercial","","","","Dubai Investment Park Second","Dubai"
"Building","0","","","0","","","","","","","2026-05-02 19:39:48","Ready","","Free Hold","No","","","","1773","0","","","","","Wadi Al Safa 2","Dubai"
"Building","0","","","0","","","","","","","2026-02-02 08:20:35","Ready","","Free Hold","No","","","","1751","0","","","","","Wadi Al Safa 2","Dubai"
"Building","0","","","0","","","","","","","2026-02-22 14:42:59","Ready","","Free Hold","No","","","","1643","0","Commercial","","","","Wadi Al Safa 2","Dubai"
"Building","0","","","0","","","","","","","2026-02-22 14:32:56","Ready","","Free Hold","No","","","","2755","0","Commercial","","","","Wadi Al Safa 5","Dubai"
"Building","0","","","0","","","","","","","2026-05-05 12:10:35","Ready","","Free Hold","No","","","","318","0","","","","","Warsan Fourth","Dubai"
"Building","10000","","","10000","","","","","","","2026-01-28 10:31:21","Ready","","Free Hold","Yes","","","","1294","0","","","","","Nadd Hessa","Dubai"
"Building","0","","","0","","","","","","","2026-01-13 20:37:38","Ready","","Free Hold","No","","","","2132","0","Commercial","","","","Al Barsha Third","Dubai"
"Building","0","","","0","","","","","","","2026-02-10 08:01:56","Ready","","Free Hold","No","","","","87","0","Commercial","","","","Al Barshaa South Third","Dubai"
"Building","0","","","0","","","","","","","2026-02-10 14:13:22","Ready","","Free Hold","No","","","","151","0","Industrial","","","","Saih Shuaib 4","Dubai"
"Building","0","","","0","","","","","","","2026-05-02 18:55:42","Ready","","Free Hold","Yes","","","","842","","Commercial","","","","Dubai Investment Park First","Dubai"
"Building","0","","","0","","","","","","","2026-01-06 13:40:44","Ready","","Free Hold","No","","","","939","0","Commercial","","","","Wadi Al Safa 2","Dubai"
"Building","0","","","0","","","","","","","2026-01-13 20:49:34","Ready","","Free Hold","No","","","","175","0","","","","","Warsan Fourth","Dubai"
"Building","10448.08","","","10448.08","","","","","","","2026-02-17 08:21:46","Ready","","Free Hold","No","","","","3258","0","Commercial","","","","Al Satwa","Dubai"
"Building","0","","","0","","","","","","","2026-03-27 07:26:06","Ready","","Free Hold","No","","","","1903","0","Commercial","","","","Nad Al Shiba First","Dubai"
"Building","0","","","0","","","","","","","2026-01-22 07:13:38","Ready","","Free Hold","No","","","","51","0","Commercial","","","","Al Warsan Second","Dubai"
"Building","0","","","0","","","","","","","2026-01-19 10:10:06","Ready","","Free Hold","No","","","","482","0","Industrial","","","","Saih Shuaib 2","Dubai"
"Building","0","","","0","","","","","","","2026-03-30 07:48:57","Ready","","Free Hold","No","","","","290","0","Industrial","","","","Saih Shuaib 2","Dubai"
"Building","0","","","0","","","","","","","2026-03-12 10:24:10","Ready","","Free Hold","Yes","","","","844","","Commercial","","","","Dubai Investment Park First","Dubai"
"Building","0","","","0","","","","","","","2026-02-13 08:28:46","Ready","","Free Hold","No","","","","1802","0","","","","","Wadi Al Safa 2","Dubai"
"Building","0","","","0","","","","","","","2026-04-17 08:35:59","Ready","","Free Hold","No","","","","1662","0","","","","","Wadi Al Safa 2","Dubai"
"Building","0","","","0","","","","","","","2026-05-02 19:18:09","Ready","","Free Hold","No","","","","2011","0","Commercial","","","","Wadi Al Safa 3","Dubai"
"Building","0","","","0","","","","","","","2026-01-28 10:15:15","Ready","","Free Hold","No","","","","205","0","","","","","Warsan Fourth","Dubai"
"Building","","","","18817.93","13","4","","0","1","2","2026-03-26 12:20:57","Ready","","Free Hold","No","11","NA","162","124","0","","","3746","Orbit Residences by Jewel 2","Warsan Fourth","Dubai"
"Building","0","","","0","","","","","","","2026-03-24 08:28:12","Ready","","Free Hold","No","","","","2047","0","Commercial","","","","Nad Al Hamar","Deira"
"Building","0","","","0","","","","","","","2026-03-03 09:07:34","Ready","","Free Hold","No","","","","3695","0","Commercial","","","","Al Satwa","Dubai"
"Building","0","","","0","","","","","","","2026-02-10 07:51:59","Ready","","Free Hold","No","","","","775","0","Industrial","","","","Saih Shuaib 4","Dubai"
"Building","0","","","0","","","","","","","2026-01-06 10:17:27","Ready","","Free Hold","No","","","","288","0","Industrial","","","","Saih Shuaib 4","Dubai"
"Building","0","","","0","","","","","","","2026-03-24 08:08:41","Ready","","Free Hold","Yes","","","","843","","Commercial","","","","Dubai Investment Park First","Dubai"
"Building","1000","","","1000","3","","","","","","2026-03-23 23:35:47","Ready","","Free Hold","Yes","3","","","216","0","Commercial","","","","Dubai Investment Park First","Dubai"
"Building","0","","","0","","","","","","","2026-03-24 08:03:22","Ready","","Free Hold","No","","","","1707","0","","","","","Wadi Al Safa 2","Dubai"
"Building","0","","","0","","","","","","","2026-05-02 19:32:54","Ready","","Free Hold","No","","","","30","0","Industrial","","","","Saih Shuaib 4","Dubai"
"Education","17553","","","17553","3","","","","","","2026-02-17 16:17:47","Ready","","Free Hold","No","3","","15","22","0","Government Authorities","","","","Al Rowaiyah Second","Dubai"
"Education","15811.11","","","15811.11","3","","","","","","2026-02-17 16:21:23","Ready","","Free Hold","No","3","","14","22","0","Government Authorities","","","","Al Rowaiyah Second","Dubai"
"Education","23392.78","","","23392.78","3","","","","","","2026-02-17 16:24:02","Ready","","Free Hold","No","3","","14","22","0","Government Authorities","","","","Al Rowaiyah Second","Dubai"
"Education","13431.7","","","13431.7","3","","","","","","2026-02-17 16:25:58","Ready","","Free Hold","No","3","","14","22","0","Government Authorities","","","","Al Rowaiyah Second","Dubai"
"Education","10000","","","2758542.6","4","","","","","","2026-04-02 09:18:40","Ready","","Free Hold","No","4","","155","1281","0","Commercial","","","","Al Hebiah Fourth","Dubai"
"Education","20458","","","20458","3","","","","","","2026-02-17 16:20:03","Ready","","Free Hold","No","3","","14","22","0","Government Authorities","","","","Al Rowaiyah Second","Dubai"
"Education","20045.63","","","20045.63","3","","","","","","2026-02-17 16:22:54","Ready","","Free Hold","No","3","","14","22","0","Government Authorities","","","","Al Rowaiyah Second","Dubai"
"Factory","4411.6","","","4411.6","2","","","","","","2026-04-07 11:47:21","Ready","","Free Hold","No","2","","10","936","","Industrial","","","","Saih Shuaib 2","Dubai"
"Factory","1262.88","","","1262.88","2","","","","","","2026-04-08 07:38:24","Ready","","Free Hold","Yes","2","","","688","0","Commercial","","","","Dubai Investment Park Second","Dubai"
"Villa","564.14","0.95","539.58","443.22","","","","","","","2026-01-27 07:50:11","Ready","","Free Hold","No","3","4 B/R","2","7572","","","","4352","Nad Al Sheba Gardens Phase 12","Nad Al Shiba First","Dubai"
"Villa","302.24","","","239.16","","","","","","","2026-02-17 08:22:56","Ready","","Free Hold","No","2","3 B/R","2","3039","0","","","2390","Nad Al Sheba Gardens Phase 2 ","Nad Al Shiba First","Dubai"
"Villa","684.11","1.15","654.32","525.01","","","","","","","2026-01-27 07:50:12","Ready","","Free Hold","No","3","5 B/R","3","7627","","","","4352","Nad Al Sheba Gardens Phase 12","Nad Al Shiba First","Dubai"
"Villa","589.06","0.99","563.41","443.22","","","","","","","2026-01-27 07:50:11","Ready","","Free Hold","No","3","4 B/R","2","7648","","","","4352","Nad Al Sheba Gardens Phase 12","Nad Al Shiba First","Dubai"
"Villa","561.45","0.95","537","443.22","","","","","","","2026-01-27 07:50:11","Ready","","Free Hold","No","3","4 B/R","2","7598","","","","4352","Nad Al Sheba Gardens Phase 12","Nad Al Shiba First","Dubai"
"Villa","600.8","1.01","574.64","443.22","","","","","","","2026-01-27 07:50:11","Ready","","Free Hold","No","3","4 B/R","2","7637","","","","4352","Nad Al Sheba Gardens Phase 12","Nad Al Shiba First","Dubai"
"Villa","576.44","0.97","551.34","443.22","","","","","","","2026-01-27 07:50:14","Ready","","Free Hold","No","3","4 B/R","2","7621","","","","4352","Nad Al Sheba Gardens Phase 12","Nad Al Shiba First","Dubai"
"Villa","572.25","0.97","547.33","443.22","","","","","","","2026-01-27 07:50:13","Ready","","Free Hold","No","3","4 B/R","2","7563","","","","4352","Nad Al Sheba Gardens Phase 12","Nad Al Shiba First","Dubai"
"Villa","561.43","0.95","536.98","525.01","","","","","","","2026-01-27 07:50:11","Ready","","Free Hold","No","3","5 B/R","3","7595","","","","4352","Nad Al Sheba Gardens Phase 12","Nad Al Shiba First","Dubai"
"Villa","464.83","","","561.48","","","","","","","2026-03-30 07:45:27","Ready","","Free Hold","No","3","4 B/R","2","2430","0","","","","","Nad Al Shiba First","Dubai"
"Villa","571.38","0.96","546.5","525.01","","","","","","","2026-01-27 07:50:13","Ready","","Free Hold","No","3","5 B/R","3","7591","","","","4352","Nad Al Sheba Gardens Phase 12","Nad Al Shiba First","Dubai"
"Villa","755.59","","","779.27","","","","","","","2026-01-16 08:15:46","Ready","","Free Hold","No","3","6 B/R","2","4180","0","Commercial","","","","Al Thanyah Fifth","Dubai"
"Villa","1835.11","","","1406","","","","","","","2026-01-13 20:41:48","Ready","","Free Hold","No","3","5 B/R","3","6620","0","Commercial","","4000","Emirates Hills","Al Thanayah Fourth","Dubai"
"Villa","1244.75","","","995.8","","","","","","","2026-04-07 12:37:58","Ready","","Free Hold","No","2","6 B/R","2","22","0","Commercial","","","","Palm Jumeirah","Dubai"
"Villa","195.65","12.62","2.78","281.48","","","","","","","2026-04-27 12:44:20","Ready","","Free Hold","No","4","4 B/R","2","2082","0","Commercial","","","","Al Barsha South Fourth","Dubai"
"Villa","148.75","6.68","7.67","299.53","","","","","","","2026-02-11 09:53:10","Off-Plan","","Free Hold","No","4","3 B/R","2","271","0","Commercial","","4391","SOL TERRA CASA I","Al Barsha South Fourth","Dubai"
"Villa","154.81","9.99","2.2","274.83","","","","","","","2026-04-27 12:44:20","Ready","","Free Hold","No","4","4 B/R","2","2082","0","Commercial","","","","Al Barsha South Fourth","Dubai"
"Villa","347.5","0.08","433.41","302.69","","","","","","","2026-04-09 14:33:19","Ready","","Free Hold","No","2","4 B/R","2","13771","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","254.7","0.06","317.67","277.15","","","","","","","2026-04-09 14:26:42","Ready","","Free Hold","No","2","4 B/R","2","13061","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","336","0.08","419.06","294.56","","","","","","","2026-04-09 14:33:23","Ready","","Free Hold","No","2","4 B/R","2","15039","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","363.06","","","296.47","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","4 B/R","2","14328","0","Residential","","","","Jabal Ali First","Dubai"
"Villa","369.36","0.08","460.67","305.53","","","","","","","2026-04-09 14:33:22","Ready","","Free Hold","No","2","4 B/R","2","13955","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","336","","","316.36","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","4 B/R","2","14166","0","Commercial","","","","Jabal Ali First","Dubai"
"Villa","640","0.15","798.22","550.13","","","","","","","2026-04-09 14:35:16","Ready","","Free Hold","No","3","5 B/R","3","9209","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","256.57","0.06","320","277.31","","","","","","","2026-04-09 14:33:18","Ready","","Free Hold","No","2","4 B/R","2","13736","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","638.66","0.15","796.54","421.47","","","","","","","2026-04-09 14:35:09","Ready","","Free Hold","No","2","4 B/R","3","9506","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","639.17","0.15","797.18","421.47","","","","","","","2026-04-09 14:35:16","Ready","","Free Hold","No","2","4 B/R","3","9218","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","338.81","0.08","422.57","294.68","","","","","","","2026-04-09 14:26:50","Ready","","Free Hold","No","2","4 B/R","2","13275","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","640","0.15","798.22","428.88","","","","","","","2026-04-09 14:35:18","Ready","","Free Hold","No","2","4 B/R","3","9214","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","376.8","0.09","469.95","305.21","","","","","","","2026-04-09 14:33:19","Ready","","Free Hold","No","2","4 B/R","2","13764","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","363.24","0.08","453.04","294.53","","","","","","","2026-04-09 14:33:17","Ready","","Free Hold","No","2","4 B/R","2","13720","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","413.21","","","314.51","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","4 B/R","2","15289","","Commercial","","","","Jabal Ali First","Dubai"
"Villa","336","0.08","419.06","302.69","","","","","","","2026-04-09 14:29:47","Ready","","Free Hold","No","2","4 B/R","2","14502","0","Commercial","","2384","Jebel Ali Village Townhouses - Phase 2","Jabal Ali First","Dubai"
"Villa","760.08","0.17","947.98","453.49","","","","","","","2026-04-09 14:35:16","Ready","","Free Hold","No","2","5 B/R","3","9196","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","242.25","0.06","302.14","257.21","","","","","","","2026-04-09 14:33:18","Ready","","Free Hold","No","2","3 B/R","2","13754","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","344.26","0.08","429.37","302.69","","","","","","","2026-04-09 14:29:47","Ready","","Free Hold","No","2","4 B/R","2","14485","0","Commercial","","2384","Jebel Ali Village Townhouses - Phase 2","Jabal Ali First","Dubai"
"Villa","336","","","296.46","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","4 B/R","2","14305","0","Residential","","","","Jabal Ali First","Dubai"
"Villa","264.1","","","289.93","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","4 B/R","2","14195","0","Commercial","","","","Jabal Ali First","Dubai"
"Villa","637.07","0.15","794.56","549.73","","","","","","","2026-04-09 14:35:10","Ready","","Free Hold","No","3","4 B/R","3","9509","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","630","0.14","785.74","405","","","","","","","2026-04-09 14:35:14","Ready","","Free Hold","No","2","4 B/R","3","9609","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","238","0.05","296.84","257.21","","","","","","","2026-04-09 14:26:48","Ready","","Free Hold","No","2","3 B/R","2","13225","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","760.48","0.17","948.48","439.3","","","","","","","2026-04-09 14:35:16","Ready","","Free Hold","No","2","5 B/R","3","9172","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","346.56","0.08","432.23","294.53","","","","","","","2026-04-09 14:26:46","Ready","","Free Hold","No","2","4 B/R","2","13174","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","789.92","0.18","985.2","448.02","","","","","","","2026-04-09 14:35:11","Ready","","Free Hold","No","2","5 B/R","3","9451","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","240.55","0.06","300.02","257.79","","","","","","","2026-04-09 14:26:43","Ready","","Free Hold","No","2","3 B/R","2","13095","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","238","0.05","296.84","257.62","","","","","","","2026-04-09 14:29:50","Ready","","Free Hold","No","2","3 B/R","2","14596","0","Commercial","","2384","Jebel Ali Village Townhouses - Phase 2","Jabal Ali First","Dubai"
"Villa","339.6","0.08","423.55","294.53","","","","","","","2026-04-09 14:26:50","Ready","","Free Hold","No","2","4 B/R","2","13282","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","237.96","","","269.31","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","3 B/R","2","15313","","Commercial","","","","Jabal Ali First","Dubai"
"Villa","240.55","0.06","300.02","257.71","","","","","","","2026-04-09 14:26:43","Ready","","Free Hold","No","2","3 B/R","2","13093","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","637.53","0.15","795.14","421.47","","","","","","","2026-04-09 14:35:14","Ready","","Free Hold","No","2","4 B/R","3","9588","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","630","0.14","785.74","428.88","","","","","","","2026-04-09 14:35:09","Ready","","Free Hold","No","2","4 B/R","3","9490","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","340.69","0.08","424.91","294.67","","","","","","","2026-04-09 14:26:49","Ready","","Free Hold","No","2","4 B/R","2","13251","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","252","0.06","314.3","277.16","","","","","","","2026-04-09 14:26:48","Ready","","Free Hold","No","2","4 B/R","2","13219","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","238","","","272.87","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","3 B/R","2","15305","","Commercial","","","","Jabal Ali First","Dubai"
"Villa","242.27","0.06","302.16","257.13","","","","","","","2026-04-09 14:33:21","Ready","","Free Hold","No","2","3 B/R","2","13939","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","779.28","0.18","971.93","443.81","","","","","","","2026-04-09 14:35:17","Ready","","Free Hold","No","2","5 B/R","3","9190","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","600","","","450","","","","","","","2026-04-25 14:54:59","Ready","","Free Hold","No","2","5 B/R","2","1900","0","Commercial","","","","Jabal Ali First","Dubai"
"Villa","336","0.08","419.06","294.53","","","","","","","2026-04-09 14:29:48","Ready","","Free Hold","No","2","4 B/R","2","14513","0","Commercial","","2384","Jebel Ali Village Townhouses - Phase 2","Jabal Ali First","Dubai"
"Villa","703.38","0.16","877.26","550.13","","","","","","","2026-04-09 14:35:16","Ready","","Free Hold","No","3","5 B/R","3","9194","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","244.4","0.06","304.82","257.51","","","","","","","2026-04-09 14:26:47","Ready","","Free Hold","No","2","3 B/R","2","13189","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","650.13","0.15","810.85","550.13","","","","","","","2026-04-09 14:35:16","Ready","","Free Hold","No","3","5 B/R","3","9219","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","238","0.05","296.84","257.21","","","","","","","2026-04-09 14:26:48","Ready","","Free Hold","No","2","3 B/R","2","13222","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","242.27","0.06","302.16","257.51","","","","","","","2026-04-09 14:33:20","Ready","","Free Hold","No","2","3 B/R","2","13894","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","662.65","0.15","826.47","405","","","","","","","2026-04-09 14:35:11","Ready","","Free Hold","No","2","4 B/R","3","9441","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","706.06","0.16","880.61","443.81","","","","","","","2026-04-09 14:35:11","Ready","","Free Hold","No","2","5 B/R","3","9464","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","734.69","0.17","916.31","443.81","","","","","","","2026-04-09 14:35:13","Ready","","Free Hold","No","2","5 B/R","3","9536","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","238","0.05","296.84","257.62","","","","","","","2026-04-09 14:29:49","Ready","","Free Hold","No","2","3 B/R","2","14544","0","Commercial","","2384","Jebel Ali Village Townhouses - Phase 2","Jabal Ali First","Dubai"
"Villa","256.76","0.06","320.23","277.31","","","","","","","2026-04-09 14:33:19","Ready","","Free Hold","No","2","4 B/R","2","13765","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","288.22","","","284.08","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","4 B/R","2","14184","0","Commercial","","","","Jabal Ali First","Dubai"
"Villa","674.75","0.16","841.56","443.81","","","","","","","2026-04-09 14:35:13","Ready","","Free Hold","No","2","5 B/R","3","9538","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","371.14","0.09","462.89","305.21","","","","","","","2026-04-09 14:33:18","Ready","","Free Hold","No","2","4 B/R","2","13756","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
"Villa","269.77","","","289.93","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","4 B/R","2","14164","0","Commercial","","","","Jabal Ali First","Dubai"
"Villa","239.2","0.06","298.33","257.79","","","","","","","2026-04-09 14:26:46","Ready","","Free Hold","No","2","3 B/R","2","13170","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","651.32","0.15","812.33","428.88","","","","","","","2026-04-09 14:35:13","Ready","","Free Hold","No","2","4 B/R","3","9562","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","381.76","0.09","476.14","294.53","","","","","","","2026-04-09 14:29:46","Ready","","Free Hold","No","2","4 B/R","2","14468","0","Commercial","","2384","Jebel Ali Village Townhouses - Phase 2","Jabal Ali First","Dubai"
"Villa","252","","","289.93","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","4 B/R","2","14172","0","Commercial","","","","Jabal Ali First","Dubai"
"Villa","692.15","0.16","863.26","428.88","","","","","","","2026-04-09 14:35:12","Ready","","Free Hold","No","2","4 B/R","3","9501","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","341.01","0.08","425.31","294.53","","","","","","","2026-04-09 14:26:45","Ready","","Free Hold","No","2","4 B/R","2","13154","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","705.73","0.16","880.2","428.88","","","","","","","2026-04-09 14:35:09","Ready","","Free Hold","No","2","4 B/R","3","9489","0","Residential","","2285","Jebel Ali Village ","Jabal Ali First","Dubai"
"Villa","252","","","289.93","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","4 B/R","2","15291","","Commercial","","","","Jabal Ali First","Dubai"
"Villa","244.1","0.06","304.44","257.59","","","","","","","2026-04-09 14:26:47","Ready","","Free Hold","No","2","3 B/R","2","13206","0","Commercial","","2375","Jebel Ali Village Townhouses- Phase 1","Jabal Ali First","Dubai"
"Villa","336","","","296.46","","","","","","","2026-04-08 11:57:26","Ready","","Free Hold","No","2","4 B/R","2","15301","","Commercial","","","","Jabal Ali First","Dubai"
"Villa","364","0.08","453.99","294.66","","","","","","","2026-04-09 14:33:20","Ready","","Free Hold","No","2","4 B/R","2","13904","0","Commercial","","2387","Jebel Ali Village Townhouses - Phase 3","Jabal Ali First","Dubai"
